temperatura,humedad,ruido,clase
0,50,35,-1
20,54,7,-1
4,36,22,-1
47,38,43,-1
-10,44,50,-1
2,42,19,-1
40,39,15,-1
41,36,52,-1
-9,35,53,-1
-5,37,28,-1
-11,35,49,-1
2,53,13,-1
9,55,24,-1
7,50,24,-1
44,39,9,-1
41,42,7,-1
-9,48,51,-1
10,37,45,-1
41,37,50,-1
31,40,10,-1
9,48,27,-1
-16,52,32,-1
37,49,52,-1
-6,52,24,-1
39,53,40,-1
36,41,35,-1
-7,50,29,-1
48,46,45,-1
-18,39,41,-1
8,35,20,-1
13,48,30,-1
35,44,14,-1
44,37,54,-1
49,44,12,-1
33,55,15,-1
-14,49,22,-1
-6,41,15,-1
13,40,27,-1
36,51,33,-1
51,51,37,-1
20,35,39,-1
-18,36,54,-1
41,35,44,-1
20,50,12,-1
-16,45,52,-1
12,44,11,-1
48,36,53,-1
35,54,45,-1
41,50,55,-1
44,45,17,-1
14,39,11,-1
18,50,53,-1
41,47,53,-1
-1,41,45,-1
-9,39,31,-1
38,47,54,-1
16,35,17,-1
-16,55,46,-1
-6,36,14,-1
-1,55,45,-1
2,47,22,-1
5,36,21,-1
-18,46,30,-1
-2,48,54,-1
-4,54,19,-1
4,39,48,-1
31,37,8,-1
42,43,34,-1
0,42,52,-1
11,50,49,-1
12,39,32,-1
40,37,38,-1
-18,44,37,-1
-7,44,37,-1
41,39,42,-1
-16,48,32,-1
8,52,47,-1
40,48,54,-1
42,50,13,-1
-1,48,32,-1
13,45,25,-1
-5,36,18,-1
-6,49,18,-1
38,45,48,-1
50,42,21,-1
41,50,38,-1
-10,36,17,-1
8,53,55,-1
20,40,31,-1
43,51,36,-1
15,53,16,-1
13,52,9,-1
-16,44,50,-1
47,42,42,-1
-9,39,9,-1
31,45,32,-1
-14,46,22,-1
48,55,7,-1
24,67,45,-2
28,71,20,-2
24,92,47,-2
23,63,11,-2
24,11,24,-2
28,65,16,-2
29,12,22,-2
22,96,13,-2
22,72,54,-2
22,85,28,-2
22,24,31,-2
25,11,36,-2
21,2,40,-2
22,61,25,-2
25,19,15,-2
27,21,53,-2
27,17,7,-2
21,86,12,-2
27,56,20,-2
26,16,30,-2
25,71,43,-2
29,58,16,-2
26,33,37,-2
27,26,14,-2
27,11,25,-2
29,7,18,-2
22,6,35,-2
22,87,33,-2
24,8,25,-2
27,62,36,-2
27,70,38,-2
24,13,11,-2
22,82,25,-2
22,93,27,-2
22,76,42,-2
21,66,13,-2
29,76,40,-2
22,5,34,-2
22,8,33,-2
22,12,48,-2
22,95,36,-2
23,101,12,-2
26,93,20,-2
28,63,21,-2
24,99,13,-2
25,83,21,-2
23,11,24,-2
23,93,22,-2
26,24,36,-2
25,15,47,-2
22,26,51,-2
28,58,46,-2
25,56,9,-2
29,12,35,-2
24,13,18,-2
27,23,26,-2
21,74,35,-2
21,93,33,-2
21,86,38,-2
28,12,7,-2
21,75,45,-2
21,25,15,-2
21,67,25,-2
22,99,16,-2
23,69,27,-2
28,101,39,-2
24,96,36,-2
22,26,39,-2
23,21,52,-2
24,33,29,-2
29,5,10,-2
28,84,42,-2
26,25,7,-2
27,18,40,-2
27,56,40,-2
26,81,18,-2
25,94,48,-2
29,96,43,-2
25,7,10,-2
27,57,12,-2
22,0,13,-2
28,70,45,-2
26,85,12,-2
21,29,27,-2
22,60,11,-2
29,14,33,-2
26,25,42,-2
23,27,43,-2
22,78,48,-2
23,2,10,-2
22,26,50,-2
26,32,33,-2
25,91,30,-2
27,19,6,-2
24,5,11,-2
23,60,45,-2
23,1,37,-2
27,7,41,-2
27,3,51,-2
21,29,44,-2
27,13,24,-2
24,6,8,-2
22,82,45,-2
21,69,52,-2
22,15,26,-2
27,78,30,-2
21,74,41,-2
28,12,27,-2
29,88,49,-2
21,8,44,-2
29,87,44,-2
21,9,26,-2
21,78,6,-2
27,84,48,-2
26,96,26,-2
22,99,47,-2
25,66,15,-2
28,61,54,-2
21,94,8,-2
29,28,20,-2
24,12,41,-2
21,94,13,-2
28,34,43,-2
28,28,42,-2
22,34,9,-2
29,0,33,-2
29,86,54,-2
24,64,36,-2
26,70,48,-2
27,21,44,-2
23,22,43,-2
25,19,37,-2
21,86,10,-2
29,72,10,-2
24,1,46,-2
23,81,41,-2
23,23,49,-2
21,87,34,-2
21,22,15,-2
22,85,37,-2
21,63,45,-2
25,20,52,-2
21,7,24,-2
26,7,6,-2
25,9,23,-2
21,86,26,-2
29,16,54,-2
29,71,13,-2
24,18,39,-2
26,94,50,-2
28,4,18,-2
24,98,39,-2
23,8,28,-2
27,19,48,-2
25,2,47,-2
28,89,23,-2
21,63,39,-2
27,23,20,-2
29,73,16,-2
27,28,28,-2
28,82,45,-2
24,90,6,-2
21,73,27,-2
29,17,50,-2
28,74,6,-2
28,67,35,-2
24,7,14,-2
26,66,30,-2
23,5,21,-2
22,70,24,-2
21,90,18,-2
23,23,33,-2
27,98,25,-2
21,24,53,-2
29,70,15,-2
27,13,36,-2
28,6,12,-2
23,30,35,-2
22,6,10,-2
23,13,45,-2
21,10,29,-2
27,11,45,-2
25,65,19,-2
29,34,21,-2
25,64,40,-2
28,33,53,-2
29,66,12,-2
25,12,30,-2
22,81,6,-2
29,59,22,-2
24,91,41,-2
27,30,15,-2
22,3,45,-2
28,96,29,-2
23,86,53,-2
27,100,46,-2
22,6,27,-2
27,62,34,-2
23,85,29,-2
28,91,8,-2
28,99,33,-2
29,59,24,-2
22,94,17,-2
23,10,37,-2
22,22,53,-2
24,74,8,-2
28,91,34,-2
24,92,45,-2
21,28,18,-2
21,90,24,-2
26,56,13,-2
28,31,40,-2
29,61,10,-2
25,21,11,-2
28,33,20,-2
23,94,8,-2
25,93,6,-2
21,32,54,-2
21,62,54,-2
25,96,49,-2
24,67,36,-2
28,74,7,-2
22,9,51,-2
23,72,7,-2
27,90,28,-2
28,90,28,-2
26,85,30,-2
26,86,11,-2
28,32,38,-2
25,72,52,-2
25,62,10,-2
25,97,46,-2
25,91,23,-2
24,31,47,-2
23,68,26,-2
22,95,34,-2
24,96,34,-2
21,82,43,-2
22,100,38,-2
28,6,33,-2
23,25,55,-2
22,31,14,-2
26,2,21,-2
24,11,35,-2
29,16,37,-2
24,6,39,-2
26,99,44,-2
23,24,33,-2
26,34,40,-2
25,59,8,-2
25,5,39,-2
25,33,14,-2
26,56,33,-2
29,96,15,-2
21,72,20,-2
21,34,42,-2
28,80,22,-2
21,21,45,-2
22,58,48,-2
21,76,43,-2
27,15,26,-2
27,2,18,-2
22,74,12,-2
26,99,6,-2
21,34,39,-2
28,78,11,-2
29,3,19,-2
26,60,8,-2
25,16,24,-2
25,11,32,-2
25,11,48,-2
21,1,45,-2
26,67,10,-2
21,65,31,-2
29,57,20,-2
27,33,40,-2
29,71,24,-2
29,0,26,-2
27,28,54,-2
25,13,28,-2
22,11,48,-2
21,63,13,-2
25,2,41,-2
29,75,10,-2
24,88,34,-2
22,76,19,-2
27,94,33,-2
26,61,28,-2
29,25,16,-2
29,78,43,-2
23,64,29,-2
28,76,20,-2
29,11,22,-2
28,82,42,-2
25,83,20,-2
24,101,40,-2
22,11,13,-2
25,22,15,-2
28,73,30,-2
29,21,33,-2
23,72,33,-2
21,23,22,-2
25,17,36,-2
23,22,39,-2
22,78,36,-2
29,61,31,-2
28,28,32,-2
23,73,20,-2
22,16,34,-2
29,62,9,-2
22,88,12,-2
29,73,40,-2
27,101,9,-2
21,91,42,-2
26,100,11,-2
26,8,50,-2
26,0,17,-2
23,89,41,-2
22,60,17,-2
22,18,21,-2
25,62,25,-2
24,68,29,-2
26,89,27,-2
28,78,43,-2
28,15,20,-2
26,6,55,-2
26,21,6,-2
26,98,15,-2
25,60,29,-2
22,72,34,-2
29,1,43,-2
27,95,18,-2
26,98,21,-2
24,60,33,-2
23,98,23,-2
29,2,42,-2
21,2,42,-2
27,20,48,-2
28,2,34,-2
29,61,48,-2
23,57,29,-2
24,74,25,-2
25,62,41,-2
22,23,48,-2
27,72,30,-2
27,19,50,-2
23,87,32,-2
23,24,25,-2
23,68,15,-2
25,14,54,-2
21,81,8,-2
26,33,22,-2
27,30,33,-2
21,95,33,-2
24,74,24,-2
23,11,55,-2
24,99,7,-2
29,92,47,-2
25,16,52,-2
21,59,37,-2
28,80,26,-2
28,100,47,-2
26,56,24,-2
25,2,12,-2
28,82,16,-2
21,23,12,-2
29,99,6,-2
23,61,45,-2
28,91,36,-2
24,86,39,-2
23,67,7,-2
21,13,8,-2
25,29,29,-2
23,60,22,-2
28,74,32,-2
26,79,49,-2
27,85,29,-2
27,34,16,-2
23,59,23,-2
26,27,38,-2
21,8,39,-2
29,82,14,-2
23,10,28,-2
23,69,23,-2
25,93,31,-2
29,96,45,-2
25,3,21,-2
24,6,29,-2
23,81,31,-2
23,78,10,-2
28,93,13,-2
25,74,51,-2
27,87,38,-2
27,62,17,-2
21,88,41,-2
29,91,41,-2
27,82,34,-2
25,21,19,-2
26,87,45,-2
29,23,31,-2
21,73,14,-2
22,25,24,-2
29,31,24,-2
29,66,31,-2
26,85,27,-2
22,12,20,-2
24,68,14,-2
21,12,6,-2
27,60,51,-2
27,1,12,-2
24,72,36,-2
26,34,15,-2
21,26,44,-2
27,81,30,-2
29,81,38,-2
24,9,16,-2
29,77,48,-2
24,4,23,-2
24,9,38,-2
28,9,43,-2
28,97,20,-2
24,72,46,-2
22,66,34,-2
21,86,53,-2
25,85,29,-2
29,12,47,-2
23,12,49,-2
25,89,24,-2
23,88,8,-2
28,15,48,-2
21,59,7,-2
25,56,12,-2
23,74,38,-2
22,9,16,-2
27,92,51,-2
27,56,17,-2
29,88,11,-2
27,101,36,-2
29,78,25,-2
22,94,20,-2
28,27,16,-2
28,7,25,-2
27,0,7,-2
25,12,12,-2
22,18,51,-2
23,3,47,-2
27,32,37,-2
26,83,28,-2
21,97,43,-2
26,85,7,-2
29,72,43,-2
27,9,12,-2
24,78,51,-2
29,30,9,-2
23,66,17,-2
28,84,17,-2
29,100,8,-2
22,61,40,-2
23,67,12,-2
24,66,32,-2
29,34,49,-2
29,96,14,-2
28,96,52,-2
29,13,12,-2
21,75,43,-2
23,59,25,-2
26,29,38,-2
25,30,31,-2
21,82,35,-2
22,16,14,-2
24,57,37,-2
24,65,17,-2
24,59,28,-2
27,70,14,-2
24,62,11,-2
26,15,44,-2
27,24,33,-2
25,25,11,-2
23,95,16,-2
28,30,23,-2
22,63,6,-2
26,16,34,-2
22,71,42,-2
28,84,16,-2
26,19,35,-2
29,8,33,-2
28,2,23,-2
23,20,51,-2
21,7,38,-2
27,22,48,-2
25,4,53,-2
26,77,46,-2
23,3,37,-2
23,19,8,-2
29,28,14,-2
23,28,8,-2
28,98,19,-2
23,64,39,-2
29,65,20,-2
21,9,39,-2
29,64,33,-2
22,20,36,-2
25,61,10,-2
29,80,23,-2
27,79,36,-2
23,80,27,-2
25,91,7,-2
27,89,27,-2
25,91,53,-2
26,95,46,-2
22,61,48,-2
29,87,9,-2
21,32,55,-2
28,88,21,-2
27,93,27,-2
21,29,23,-2
24,29,54,-2
27,25,45,-2
29,66,33,-2
24,83,30,-2
25,82,39,-2
29,97,54,-2
29,95,33,-2
21,81,17,-2
24,66,23,-2
21,24,13,-2
24,86,10,-2
26,20,52,-2
22,7,9,-2
28,87,18,-2
28,33,22,-2
21,84,43,-2
22,86,47,-2
22,77,8,-2
23,4,6,-2
22,92,11,-2
26,9,45,-2
26,75,55,-2
22,62,40,-2
29,20,18,-2
26,83,37,-2
29,95,51,-2
23,30,50,-2
25,59,38,-2
27,95,55,-2
21,79,48,-2
26,9,17,-2
28,71,21,-2
24,85,8,-2
22,90,9,-2
27,88,30,-2
27,78,12,-2
26,94,17,-2
27,67,50,-2
27,98,14,-2
23,74,15,-2
22,9,48,-2
21,3,33,-2
27,61,41,-2
23,22,52,-2
22,34,43,-2
25,100,49,-2
26,8,37,-2
26,3,22,-2
21,5,53,-2
25,29,25,-2
29,81,20,-2
29,61,23,-2
25,100,34,-2
21,84,34,-2
26,97,12,-2
24,11,49,-2
22,21,26,-2
28,33,13,-2
21,86,7,-2
25,86,13,-2
21,7,49,-2
29,85,17,-2
23,32,50,-2
22,87,25,-2
24,13,17,-2
21,31,25,-2
27,5,50,-2
21,64,45,-2
22,72,17,-2
22,91,31,-2
23,30,34,-2
29,72,8,-2
29,95,20,-2
24,100,54,-2
28,67,48,-2
24,12,53,-2
24,79,40,-2
24,84,14,-2
28,6,53,-2
24,64,32,-2
28,96,22,-2
25,7,52,-2
21,23,52,-2
27,12,54,-2
28,3,38,-2
28,92,16,-2
25,3,29,-2
29,11,40,-2
25,21,28,-2
24,96,49,-2
23,92,6,-2
23,31,20,-2
22,82,38,-2
28,22,19,-2
23,32,32,-2
24,34,42,-2
25,31,24,-2
24,23,24,-2
23,101,38,-2
23,68,53,-2
29,18,43,-2
27,1,54,-2
29,8,49,-2
29,29,24,-2
22,84,21,-2
22,77,37,-2
28,13,11,-2
21,21,13,-2
23,19,52,-2
27,88,10,-2
22,14,15,-2
23,7,15,-2
22,79,22,-2
29,100,20,-2
27,59,33,-2
28,90,26,-2
23,18,10,-2
28,74,48,-2
27,57,51,-2
24,56,12,-2
21,70,45,-2
24,84,44,-2
28,90,6,-2
29,58,8,-2
26,0,55,-2
23,87,6,-2
24,77,34,-2
29,63,27,-2
29,14,45,-2
25,73,28,-2
22,29,28,-2
22,12,24,-2
29,69,39,-2
22,98,43,-2
23,88,34,-2
29,69,32,-2
22,6,11,-2
24,11,26,-2
21,90,36,-2
28,22,37,-2
29,0,38,-2
24,96,20,-2
27,88,42,-2
27,14,26,-2
29,9,8,-2
23,6,41,-2
28,89,42,-2
26,100,36,-2
23,19,49,-2
21,28,11,-2
22,97,19,-2
23,34,36,-2
22,22,16,-2
23,4,35,-2
28,27,37,-2
23,19,40,-2
24,58,37,-2
27,20,16,-2
21,6,12,-2
21,58,38,-2
28,79,33,-2
22,80,45,-2
29,98,14,-2
26,100,34,-2
23,8,18,-2
29,78,37,-2
22,23,52,-2
21,74,33,-2
26,34,51,-2
21,91,44,-2
28,22,23,-2
26,32,12,-2
25,11,53,-2
22,99,6,-2
29,74,26,-2
25,33,54,-2
23,6,6,-2
23,28,29,-2
22,62,35,-2
23,62,31,-2
27,69,16,-2
22,23,33,-2
24,89,31,-2
23,57,31,-2
25,13,23,-2
28,17,23,-2
29,59,35,-2
26,72,40,-2
27,69,43,-2
23,26,16,-2
22,13,45,-2
23,22,46,-2
25,56,26,-2
29,8,50,-2
23,92,8,-2
25,73,51,-2
22,77,35,-2
22,85,10,-2
25,21,25,-2
22,94,34,-2
26,96,7,-2
26,85,46,-2
25,78,26,-2
24,17,38,-2
21,68,6,-2
28,88,52,-2
26,62,24,-2
21,59,27,-2
26,8,34,-2
26,26,23,-2
25,23,38,-2
24,30,43,-2
21,81,27,-2
26,22,54,-2
26,12,26,-2
21,58,49,-2
29,25,18,-2
21,70,12,-2
29,82,17,-2
28,101,14,-2
22,71,53,-2
28,66,41,-2
27,71,39,-2
29,74,25,-2
26,66,36,-2
26,29,50,-2
25,98,25,-2
27,57,21,-2
28,58,21,-2
22,95,11,-2
24,30,52,-2
26,8,26,-2
27,14,36,-2
25,28,39,-2
22,62,27,-2
23,91,12,-2
25,101,47,-2
28,75,22,-2
25,100,21,-2
29,66,35,-2
29,72,53,-2
26,77,36,-2
22,10,23,-2
29,69,30,-2
21,66,9,-2
27,72,19,-2
23,11,19,-2
29,20,51,-2
26,83,25,-2
27,33,7,-2
21,97,13,-2
29,71,39,-2
25,68,11,-2
25,85,27,-2
28,95,28,-2
29,100,13,-2
22,89,16,-2
27,74,42,-2
28,27,27,-2
22,22,24,-2
26,18,51,-2
29,14,49,-2
23,99,27,-2
25,18,41,-2
21,91,36,-2
24,21,41,-2
29,10,14,-2
22,86,48,-2
23,1,22,-2
25,58,6,-2
25,59,6,-2
25,94,20,-2
24,67,31,-2
24,77,37,-2
27,98,11,-2
29,13,28,-2
25,92,52,-2
24,20,47,-2
21,19,40,-2
24,63,25,-2
21,66,49,-2
25,74,17,-2
24,65,55,-2
26,80,19,-2
23,78,40,-2
28,67,54,-2
24,82,52,-2
22,56,49,-2
26,90,54,-2
29,78,16,-2
21,78,52,-2
22,57,35,-2
23,98,47,-2
29,65,36,-2
24,22,52,-2
24,66,6,-2
28,82,20,-2
26,90,45,-2
23,34,10,-2
27,21,10,-2
25,67,38,-2
27,66,45,-2
22,85,52,-2
23,99,13,-2
23,101,21,-2
23,71,48,-2
26,26,54,-2
24,80,15,-2
27,92,50,-2
24,94,26,-2
26,95,20,-2
23,28,47,-2
25,27,9,-2
27,75,39,-2
23,85,37,-2
29,68,24,-2
29,85,30,-2
21,99,17,-2
23,60,8,-2
24,95,46,-2
23,90,21,-2
29,6,29,-2
24,81,39,-2
27,16,40,-2
21,80,7,-2
26,74,42,-2
25,20,24,-2
26,30,23,-2
27,9,24,-2
23,96,13,-2
26,27,11,-2
28,77,18,-2
29,15,41,-2
21,91,51,-2
21,99,14,-2
23,29,45,-2
24,101,53,-2
25,95,27,-2
21,4,26,-2
29,23,14,-2
28,87,45,-2
22,67,35,-2
22,28,20,-2
23,21,23,-2
24,96,21,-2
27,16,26,-2
21,87,16,-2
23,0,8,-2
26,3,12,-2
25,90,7,-2
26,8,24,-2
29,69,24,-2
28,83,9,-2
24,90,19,-2
26,84,9,-2
26,93,8,-2
28,99,25,-2
28,16,50,-2
24,100,14,-2
28,92,49,-2
29,66,42,-2
25,19,47,-2
23,92,50,-2
25,78,25,-2
22,56,44,-2
22,63,52,-2
28,64,28,-2
24,0,50,-2
24,95,16,-2
25,59,27,-2
22,16,31,-2
22,62,33,-2
26,8,23,-2
25,69,21,-2
22,6,50,-2
23,67,11,-2
24,98,10,-2
21,86,32,-2
23,66,36,-2
24,5,50,-2
25,5,9,-2
23,81,10,-2
22,92,48,-2
22,92,17,-2
21,33,38,-2
23,19,48,-2
28,4,40,-2
23,34,49,-2
26,16,29,-2
25,10,17,-2
29,78,19,-2
23,99,7,-2
21,75,23,-2
29,33,8,-2
22,98,53,-2
25,13,26,-2
27,95,11,-2
28,60,6,-2
24,99,6,-2
27,78,14,-2
27,65,42,-2
21,86,44,-2
28,95,35,-2
23,15,21,-2
26,76,29,-2
22,67,15,-2
27,70,17,-2
29,13,13,-2
26,20,19,-2
26,31,18,-2
22,91,10,-2
21,100,14,-2
24,70,24,-2
21,25,7,-2
28,68,43,-2
27,20,9,-2
23,87,12,-2
21,82,38,-2
25,67,14,-2
24,21,7,-2
26,90,17,-2
29,57,35,-2
24,88,27,-2
29,25,44,-2
26,82,53,-2
25,0,33,-2
24,79,32,-2
25,61,52,-2
26,1,46,-2
22,12,17,-2
27,64,6,-2
27,2,40,-2
22,71,15,-2
22,83,44,-2
24,61,34,-2
26,61,39,-2
25,24,32,-2
23,5,12,-2
21,63,12,-2
24,99,33,-2
23,78,17,-2
23,23,52,-2
26,58,39,-2
26,30,22,-2
23,8,42,-2
27,78,16,-2
25,9,15,-2
27,18,55,-2
22,70,26,-2
22,86,42,-2
29,23,33,-2
24,29,24,-2
21,24,10,-2
26,83,40,-2
26,99,40,-2
24,31,30,-2
26,95,9,-2
23,85,15,-2
24,87,31,-2
27,20,31,-2
21,74,10,-2
24,83,37,-2
22,66,41,-2
29,31,48,-2
22,14,53,-2
21,7,47,-2
22,74,18,-2
26,101,40,-2
23,84,33,-2
22,21,22,-2
29,9,43,-2
24,96,15,-2
25,94,55,-2
25,8,18,-2
23,85,55,-2
29,80,45,-2
21,72,22,-2
23,24,43,-2
24,31,17,-2
23,62,19,-2
25,65,18,-2
26,19,44,-2
27,24,15,-2
26,6,15,-2
22,64,20,-2
24,25,24,-2
26,4,30,-2
29,93,16,-2
26,27,12,-2
27,27,51,-2
27,4,38,-2
28,101,25,-2
27,86,40,-2
22,81,24,-2
22,66,29,-2
23,80,48,-2
25,67,49,-2
26,58,13,-2
25,82,49,-2
28,29,34,-2
23,6,34,-2
25,91,27,-2
29,34,19,-2
27,3,41,-2
29,100,27,-2
21,100,37,-2
23,70,43,-2
22,91,49,-2
27,90,45,-2
23,72,46,-2
22,99,9,-2
21,5,28,-2
27,83,26,-2
26,85,52,-2
26,63,25,-2
29,12,17,-2
28,56,7,-2
29,32,47,-2
21,69,29,-2
25,101,52,-2
28,95,6,-2
26,79,13,-2
27,92,9,-2
26,75,29,-2
26,26,29,-2
22,93,28,-2
27,6,42,-2
24,58,28,-2
25,73,40,-2
28,5,51,-2
21,16,36,-2
21,73,22,-2
29,27,45,-2
21,10,25,-2
26,1,48,-2
26,18,55,-2
24,26,40,-2
28,65,46,-2
27,15,9,-2
28,99,45,-2
26,66,18,-2
28,69,40,-2
24,57,48,-2
29,84,37,-2
27,33,43,-2
21,80,33,-2
27,32,27,-2
26,83,6,-2
23,29,32,-2
24,28,50,-2
29,62,49,-2
24,68,52,-2
21,33,13,-2
29,34,12,-2
26,13,20,-2
29,101,23,-2
21,13,11,-2
28,63,36,-2
29,95,47,-2
24,94,44,-2
24,56,36,-2
28,56,46,-2
26,67,32,-2
23,4,39,-2
25,31,12,-2
25,71,44,-2
24,29,48,-2
22,22,11,-2
21,6,36,-2
23,65,53,-2
23,100,10,-2
29,20,29,-2
29,74,53,-2
21,65,46,-2
28,7,43,-2
29,26,43,-2
23,25,35,-2
23,9,50,-2
26,72,22,-2
28,92,37,-2
25,25,41,-2
25,94,26,-2
29,60,36,-2
21,75,34,-2
27,33,28,-2
27,67,27,-2
24,85,38,-2
28,6,14,-2
28,29,18,-2
25,34,48,-2
25,14,13,-2
27,87,15,-2
24,27,48,-2
25,17,30,-2
27,74,25,-2
26,5,39,-2
22,24,11,-2
26,2,53,-2
26,95,28,-2
23,34,21,-2
27,68,36,-2
22,24,38,-2
25,19,13,-2
21,92,22,-2
29,87,7,-2
27,75,53,-2
26,93,43,-2
28,82,11,-2
21,18,47,-2
25,0,26,-2
29,86,53,-2
24,29,42,-2
26,28,11,-2
29,58,22,-2
26,77,24,-2
23,0,36,-2
25,22,6,-2
26,16,10,-2
28,34,26,-2
24,2,22,-2
21,24,20,-2
25,97,36,-2
27,63,24,-2
22,19,44,-2
26,68,46,-2
24,67,14,-2
22,86,25,-2
25,2,26,-2
26,11,42,-2
22,2,18,-2
22,101,54,-2
25,13,13,-2
22,62,54,-2
22,9,53,-2
21,97,55,-2
24,28,18,-2
28,7,27,-2
29,70,36,-2
28,62,41,-2
23,64,14,-2
28,87,31,-2
22,101,43,-2
26,62,14,-2
26,33,18,-2
23,24,35,-2
23,21,55,-2
22,91,30,-2
28,101,21,-2
27,62,20,-2
29,85,52,-2
27,7,26,-2
27,95,39,-2
24,2,8,-2
26,98,42,-2
23,65,43,-2
23,98,52,-2
28,62,21,-2
27,68,22,-2
23,78,15,-2
27,0,55,-2
26,78,48,-2
22,95,53,-2
21,9,42,-2
22,95,51,-2
25,95,53,-2
24,96,53,-2
25,99,34,-2
25,58,25,-2
28,4,7,-2
28,66,38,-2
26,75,20,-2
29,70,48,-2
27,22,17,-2
21,98,21,-2
29,13,33,-2
29,60,18,-2
22,83,8,-2
29,22,30,-2
29,8,16,-2
25,63,41,-2
23,81,18,-2
27,67,11,-2
25,93,12,-2
24,1,52,-2
21,96,29,-2
24,71,12,-2
26,71,19,-2
22,20,20,-2
27,68,26,-2
28,86,16,-2
21,81,12,-2
22,31,26,-2
23,92,17,-2
24,12,11,-2
29,97,25,-2
25,20,22,-2
25,19,31,-2
26,71,31,-2
25,56,46,-2
22,70,11,-2
26,64,50,-2
23,88,35,-2
22,11,51,-2
28,24,38,-2
26,77,29,-2
27,91,19,-2
25,100,36,-2
28,63,27,-2
24,81,38,-2
25,88,24,-2
29,25,7,-2
23,61,30,-2
27,30,22,-2
22,32,36,-2
23,13,51,-2
29,32,51,-2
26,4,9,-2
22,10,51,-2
21,101,24,-2
22,71,18,-2
29,1,34,-2
22,0,41,-2
22,90,15,-2
29,9,28,-2
27,77,31,-2
29,34,6,-2
22,63,50,-2
21,83,26,-2
28,6,49,-2
21,66,53,-2
29,6,18,-2
27,9,50,-2
22,22,33,-2
21,83,35,-2
28,57,46,-2
24,26,34,-2
27,31,8,-2
23,95,46,-2
26,91,32,-2
28,92,40,-2
26,13,7,-2
24,30,31,-2
22,64,9,-2
23,97,41,-2
24,20,44,-2
26,17,44,-2
21,94,48,-2
22,96,23,-2
28,98,28,-2
29,11,20,-2
27,81,27,-2
24,97,19,-2
21,70,42,-2
28,8,7,-2
26,68,17,-2
27,95,54,-2
26,2,9,-2
29,84,45,-2
25,60,13,-2
24,76,35,-2
28,70,31,-2
27,67,9,-2
26,70,42,-2
21,20,50,-2
24,101,7,-2
22,13,17,-2
24,11,40,-2
29,84,8,-2
27,12,45,-2
28,86,23,-2
21,58,6,-2
26,88,27,-2
29,97,15,-2
21,29,12,-2
25,94,39,-2
28,62,48,-2
22,4,20,-2
26,90,10,-2
24,21,10,-2
24,69,12,-2
21,101,26,-2
21,2,7,-2
22,32,18,-2
28,15,52,-2
27,100,10,-2
28,31,12,-2
23,71,29,-2
28,9,48,-2
23,76,46,-2
29,87,49,-2
22,28,54,-2
27,16,33,-2
25,78,42,-2
23,0,42,-2
24,15,9,-2
21,64,12,-2
29,4,37,-2
29,98,46,-2
25,13,55,-2
28,31,36,-2
24,98,31,-2
27,79,53,-2
23,68,45,-2
26,101,48,-2
21,63,37,-2
22,90,38,-2
22,7,53,-2
24,10,46,-2
23,80,33,-2
22,32,25,-2
27,83,21,-2
26,11,11,-2
25,72,50,-2
22,26,35,-2
21,0,17,-2
29,13,43,-2
22,80,32,-2
29,30,38,-2
25,26,10,-2
28,34,54,-2
21,6,17,-2
29,12,40,-2
27,6,19,-2
23,6,44,-2
24,28,49,-2
22,24,14,-2
23,25,9,-2
28,60,46,-2
25,21,35,-2
21,97,36,-2
22,6,26,-2
23,58,28,-2
25,97,28,-2
23,10,33,-2
23,6,50,-2
25,61,6,-2
24,84,18,-2
27,86,15,-2
29,57,27,-2
23,57,38,-2
21,12,51,-2
21,10,51,-2
28,26,11,-2
21,71,20,-2
27,100,13,-2
23,9,24,-2
25,16,21,-2
23,69,13,-2
24,88,30,-2
29,69,25,-2
29,100,10,-2
21,82,54,-2
22,4,55,-2
25,72,32,-2
28,13,20,-2
29,62,33,-2
24,73,10,-2
22,80,22,-2
23,91,28,-2
24,28,47,-2
24,13,30,-2
29,98,43,-2
22,10,55,-2
23,82,53,-2
23,63,20,-2
25,32,35,-2
23,97,44,-2
23,7,9,-2
22,13,20,-2
24,14,26,-2
28,20,53,-2
25,78,7,-2
26,31,10,-2
23,87,7,-2
23,32,41,-2
21,100,46,-2
26,57,50,-2
26,8,48,-2
24,72,16,-2
29,18,27,-2
27,58,13,-2
28,16,35,-2
28,86,7,-2
22,61,43,-2
23,3,41,-2
26,14,21,-2
24,60,25,-2
25,93,37,-2
26,68,41,-2
24,0,18,-2
21,5,48,-2
23,1,11,-2
24,96,47,-2
24,21,34,-2
26,95,25,-2
23,66,10,-2
21,86,39,-2
29,97,33,-2
26,15,10,-2
26,74,16,-2
23,101,45,-2
23,58,30,-2
22,28,18,-2
29,28,42,-2
26,22,37,-2
21,19,28,-2
29,21,54,-2
24,33,32,-2
29,34,33,-2
24,56,29,-2
23,93,51,-2
22,23,39,-2
24,71,24,-2
22,59,36,-2
22,59,50,-2
28,73,52,-2
26,25,48,-2
29,28,49,-2
26,87,14,-2
23,80,37,-2
28,78,27,-2
21,94,46,-2
24,21,21,-2
28,15,44,-2
24,21,15,-2
27,83,8,-2
29,20,52,-2
23,80,13,-2
29,81,30,-2
26,85,51,-2
24,10,31,-2
27,61,21,-2
27,87,35,-2
23,66,13,-2
24,31,26,-2
28,94,20,-2
